PADDLE 200  60 H
PADDLE 200 340 H
PADDLE  60 200 V
PADDLE 340 200 V
BALL    90 370 45
HOLE    30  30
HOLE    30 370
HOLE   370  30
HOLE   370 370

BLOCK D block-daisy.bmp
BLOCK F block-fern.bmp
BLOCK R block-rose.bmp

MAP 20 20
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 D1 D1 D1 D1 D1 D1 D1 D1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 D1 D1 D1 D1 D1 D1 D1 D1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 D1 D1 R1 R1 R1 R1 D1 D1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 D1 D1 R1 R1 R1 R1 D1 D1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 D1 D1 R1 R1 R1 R1 D1 D1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 D1 D1 R1 R1 R1 R1 D1 D1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 D1 D1 D1 D1 D1 D1 D1 D1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 D1 D1 D1 D1 D1 D1 D1 D1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 00 00 00 00
00 00 00 00 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
